Abstract,Domain,Cleaned_Abstract,Domain_Final
"Isolated REM sleep behavior disorder (iRBD) is a prodromal stage of alpha-synucleinopathies. Biomarkers are crucial for predicting and monitoring its progression, warranting long-term neuroimaging studies. While the Parkinson's Disease Related Pattern (PDRP) from <sup>18</sup>F-FDG PET is a recognized Parkinson's Disease (PD) biomarker, its role in tracking progression in prodromal PD remains unclear. To explore PDRP expression across three time points using <sup>18</sup>F-FDG PET over an 8-year follow-up in iRBD. Thirteen iRBD subjects underwent <sup>18</sup>F-FDG PET brain scans at baseline (BL), follow-up 1 (FU1, 4 years), and follow-up 2 (FU2, 8 years). Among them, four developed PD, one Dementia with Lewy Bodies (DLB), three showed subthreshold parkinsonism, and five showed no progression. PDRP z-scores were analyzed within and between groups (converters vs. non-converters) using a two-way repeated measures ANOVA. Similar analyses were conducted for motor scores (Unified Parkinson's Disease Rating Scale part three, UPDRS-III). There was a significant main effect of group (p = 0.011), time (p < 0.001), and a group*time interaction (p = 0.020), indicating that while PDRP z-scores increased over time in most iRBD subjects, the increase was more pronounced in converters (n = 5) than in non-converters (n = 8). Post-hoc tests revealed significantly higher PDRP z-scores in converters compared to non-converters at FU1 (p = 0.042) and FU2 (p = 0.024). For UPDRS-III scores we found significant effects of group (p = 0.011), time (p < 0.001), and their interaction (p = 0.0003). Repeated <sup>18</sup>F-FDG PET scans may be useful to monitor prodromal disease progression and predict conversion in iRBD patients.",Neurogenomics,isolated rem sleep behavior disorder irbd prodromal stage alphasynucleinopathies biomarkers crucial predicting monitoring progression warranting longterm neuroimaging studies parkinsons disease related pattern pdrp supsupffdg pet recognized parkinsons disease pd biomarker role tracking progression prodromal pd remains unclear explore pdrp expression across three time points using supsupffdg pet year followup irbd thirteen irbd subjects underwent supsupffdg pet brain scans baseline bl followup fu years followup fu years among four developed pd one dementia lewy bodies dlb three showed subthreshold parkinsonism five showed progression pdrp zscores analyzed within groups converters vs nonconverters using twoway repeated measures anova similar analyses conducted motor scores unified parkinsons disease rating scale part three updrsiii significant main effect group p time p grouptime interaction p indicating pdrp zscores increased time irbd subjects increase pronounced converters n nonconverters n posthoc tests revealed significantly higher pdrp zscores converters compared nonconverters fu p fu p updrsiii scores found significant effects group p time p interaction p repeated supsupffdg pet scans may useful monitor prodromal disease progression predict conversion irbd patients,Neurogenomics
"Multiple sclerosis (MS) is an inflammatory demyelinating disease of the CNS. The chain of events that results in demyelinating lesions is not understood, although most theories assume a primary immune attack on myelin. However, the glial cell adhesion molecule GlialCAM, which forms part of a protein complex in astrocytic endfeet that is crucial for brain ion and water homeostasis, was recently identified as a target for autoimmunity in patients with MS. This complex also includes the astrocytic transmembrane protein MLC1, the water channel aquaporin 4 (AQP4) and the potassium channel KIR4.1. Autoimmunity against AQP4 underlies another demyelinating disorder, neuromyelitis optica, and autoimmunity against KIR4.1 has been implicated in a subtype of MS. Genetic defects in any of these proteins cause leukodystrophies with disruption of brain ion and water homeostasis, which is regulated by astrocytes and secondarily affects myelin. In this Perspective, we argue that an immune attack on the ion and water homeostasis machinery in astrocytic endfeet, rather than directly on myelin, is the primary event in MS and that myelin damage is a consequence of astrocyte dysfunction. This hypothesis is supported by pathological studies on tissue from people with MS and has important implications for disease models and therapy targets.",Neurogenomics,multiple sclerosis ms inflammatory demyelinating disease cns chain events results demyelinating lesions understood although theories assume primary immune attack myelin however glial cell adhesion molecule glialcam forms part protein complex astrocytic endfeet crucial brain ion water homeostasis recently identified target autoimmunity patients ms complex also includes astrocytic transmembrane protein mlc water channel aquaporin aqp potassium channel kir autoimmunity aqp underlies another demyelinating disorder neuromyelitis optica autoimmunity kir implicated subtype ms genetic defects proteins cause leukodystrophies disruption brain ion water homeostasis regulated astrocytes secondarily affects myelin perspective argue immune attack ion water homeostasis machinery astrocytic endfeet rather directly myelin primary event ms myelin damage consequence astrocyte dysfunction hypothesis supported pathological studies tissue people ms important implications disease models therapy targets,Neurogenomics
"Neurons in cortical networks are very sparsely connected; even neurons whose axons and dendrites overlap are highly unlikely to form a synaptic connection. What is the relevance of such sparse connectivity for a network's function? Surprisingly, it has been shown that sparse connectivity impairs information processing in artificial neural networks (ANNs). Does this imply that sparse connectivity also impairs information processing in biological neural networks? Although ANNs were originally inspired by the brain, conventional ANNs differ substantially in their structural network architecture from cortical networks. To disentangle the relevance of these structural properties for information processing in networks, we systematically constructed ANNs constrained by interpretable features of cortical networks. We find that in large and recurrently connected networks, as are found in the cortex, sparse connectivity facilitates time- and data-efficient information processing. We explore the origins of these surprising findings and show that conventional dense ANNs distribute information across only a very small fraction of nodes, whereas sparse ANNs distribute information across more nodes. We show that sparsity is most critical in networks with fixed excitatory and inhibitory nodes, mirroring neuronal cell types in cortex. This constraint causes a large learning delay in densely connected networks which is eliminated by sparse connectivity. Taken together, our findings show that sparse connectivity enables efficient information processing given key constraints from cortical networks, setting the stage for further investigation into higher-order features of cortical connectivity.",Neurogenomics,neurons cortical networks sparsely connected even neurons whose axons dendrites overlap highly unlikely form synaptic connection relevance sparse connectivity networks function surprisingly shown sparse connectivity impairs information processing artificial neural networks anns imply sparse connectivity also impairs information processing biological neural networks although anns originally inspired brain conventional anns differ substantially structural network architecture cortical networks disentangle relevance structural properties information processing networks systematically constructed anns constrained interpretable features cortical networks find large recurrently connected networks found cortex sparse connectivity facilitates time dataefficient information processing explore origins surprising findings show conventional dense anns distribute information across small fraction nodes whereas sparse anns distribute information across nodes show sparsity critical networks fixed excitatory inhibitory nodes mirroring neuronal cell types cortex constraint causes large learning delay densely connected networks eliminated sparse connectivity taken together findings show sparse connectivity enables efficient information processing given key constraints cortical networks setting stage investigation higherorder features cortical connectivity,Neurogenomics
"SNAREopathies constitute a group of severe genetic neurodevelopmental disorders caused by de novo variants that disturb the synaptic release machinery. These neurodevelopmental disorders comprise highly diverse clinical phenotypes, usually including developmental delay, epilepsy, intellectual disability, and sometimes autism spectrum disorder. Despite major progress in genetic testing, current treatments are limited to symptom-directed therapies. There is an urgent need to establish human experimental systems that improve translatability and help develop personalized mechanisms-based treatment strategies. Here we generated CRISPR/Cas9-engineered human induced pluripotent stem-cell (hiPSC) lines carrying the pathogenic variant I67N in the SNAREopathy gene SNAP25. Using fast forward NGN2-dependent programming into forebrain glutamatergic neurons, we examined synaptic phenotypes using electrophysiology and immunostaining, as well as protein changes by means of proteomics. The variant did not affect passive or active electrical properties, but caused changes in synaptic transmission, including reduced evoked and spontaneous release, decreased synaptic vesicle release probability and consequential changes in short-term plasticity towards facilitation. These phenotypes were distinct from those of human neurons differentiated from hiPSCs originating from a patient carrying the V48F variant, which displayed an increase in spontaneous release. The I67N variant phenotype could be ameliorated by the clinically approved K + -channel blocker 4-aminopyridine. Proteomic analysis of hiPSC-derived neurons revealed a significant enrichment in downregulated synaptic proteins (e.g. CALB1, SCN2A, LRRC4B, PPFIA2). Our study demonstrates the use of hiPSC-based models of neurodevelopmental disorders to identify disease mechanisms and to suggest personalized treatment options directly targeting specific synaptic defects.",Neurogenomics,snareopathies constitute group severe genetic neurodevelopmental disorders caused de novo variants disturb synaptic release machinery neurodevelopmental disorders comprise highly diverse clinical phenotypes usually including developmental delay epilepsy intellectual disability sometimes autism spectrum disorder despite major progress genetic testing current treatments limited symptomdirected therapies urgent need establish human experimental systems improve translatability help develop personalized mechanismsbased treatment strategies generated crisprcasengineered human induced pluripotent stemcell hipsc lines carrying pathogenic variant snareopathy gene snap using fast forward ngndependent programming forebrain glutamatergic neurons examined synaptic phenotypes using electrophysiology immunostaining well protein changes means proteomics variant affect passive active electrical properties caused changes synaptic transmission including reduced evoked spontaneous release decreased synaptic vesicle release probability consequential changes shortterm plasticity towards facilitation phenotypes distinct human neurons differentiated hipscs originating patient carrying vf variant displayed increase spontaneous release variant phenotype could ameliorated clinically approved k channel blocker aminopyridine proteomic analysis hipscderived neurons revealed significant enrichment downregulated synaptic proteins eg calb scna lrrcb ppfia study demonstrates use hipscbased models neurodevelopmental disorders identify disease mechanisms suggest personalized treatment options directly targeting specific synaptic defects,Neurogenomics
"The genetic makeup of parents can directly or indirectly affect their offspring phenome through genetic transmission or via the environment that is influenced by parental heritable traits. Our understanding of the mechanisms by which indirect genetic effects operate is limited. Here, we hypothesize that one mechanism is via the offspring methylome. To test this hypothesis, polygenic scores (PGSs) for schizophrenia, smoking initiation, educational attainment (EA), social deprivation, body mass index (BMI), and height were analyzed in a cohort of 1528 offspring and their parents (51.5% boys, mean [SD] age = 10 [2.8] years). We modelled parent and offspring PGSs on offspring buccal-DNA methylation, accounting for the own PGS of offspring, and found significant associations between parental PGSs for schizophrenia, EA, BMI, and height, and offspring buccal methylation sites, comprising 16, 2, 1, and 6 sites, respectively (alpha = 2.7 × 10<sup>-5</sup>). More DNA methylation sites were associated with maternal than paternal PGSs, possibly reflecting the maternal pre- and periconceptional environment or stronger maternal involvement in shaping the offspring's environment during early childhood.",Neurogenomics,genetic makeup parents directly indirectly affect offspring phenome genetic transmission via environment influenced parental heritable traits understanding mechanisms indirect genetic effects operate limited hypothesize one mechanism via offspring methylome test hypothesis polygenic scores pgss schizophrenia smoking initiation educational attainment ea social deprivation body mass index bmi height analyzed cohort offspring parents boys mean sd age years modelled parent offspring pgss offspring buccaldna methylation accounting pgs offspring found significant associations parental pgss schizophrenia ea bmi height offspring buccal methylation sites comprising sites respectively alpha supsup dna methylation sites associated maternal paternal pgss possibly reflecting maternal pre periconceptional environment stronger maternal involvement shaping offsprings environment early childhood,Neurogenomics
"The purpose of this letter to the editor is to illustrate the effect of tofacitinib on psoriatic skin lesions in a patient with Aicardi-Goutières syndrome (AGS) type 7/Singleton-Merten syndrome 1. AGS is characterized by an encephalopathy of variable severity and systemic autoinflammatory manifestations due to continuous type I interferon (IFN) induction. While traditional JAK 1/2 inhibitors like baricitinib and ruxolitinib have proven effectiveness for systemic inflammatory symptoms, they face reimbursement issues in some countries. Tofacitinib, a JAK 1/3 inhibitor, significantly improved psoriatic skin lesions in our patient without the need for additional immunosuppressive therapy. Within one month of starting tofacitinib, psoriatic rashes and ulcerative skin lesions markedly improved, in the absence of a reduction in the IFN-stimulated gene signature or CD169 expression on monocytes. The clinical benefits persisted until the treatment was discontinued, after which symptoms recurred. Resuming tofacitinib treatment again led to improvement. No adverse effects were observed. This case highlights the potential of tofacitinib as a clinically effective treatment for psoriatic skin lesions in AGS and offers a viable alternative for JAK 1/2 inhibitors for this target symptom. Further studies are needed to confirm the long-term safety of JAK 1/3 inhibitors in AGS as well as their possible efficacy and dosing to address other systemic symptoms or neurologic manifestations.",Neurogenomics,purpose letter editor illustrate effect tofacitinib psoriatic skin lesions patient aicardigoutires syndrome ags type singletonmerten syndrome ags characterized encephalopathy variable severity systemic autoinflammatory manifestations due continuous type interferon ifn induction traditional jak inhibitors like baricitinib ruxolitinib proven effectiveness systemic inflammatory symptoms face reimbursement issues countries tofacitinib jak inhibitor significantly improved psoriatic skin lesions patient without need additional immunosuppressive therapy within one month starting tofacitinib psoriatic rashes ulcerative skin lesions markedly improved absence reduction ifnstimulated gene signature cd expression monocytes clinical benefits persisted treatment discontinued symptoms recurred resuming tofacitinib treatment led improvement adverse effects observed case highlights potential tofacitinib clinically effective treatment psoriatic skin lesions ags offers viable alternative jak inhibitors target symptom studies needed confirm longterm safety jak inhibitors ags well possible efficacy dosing address systemic symptoms neurologic manifestations,Neurogenomics
"Psychiatric disorders are highly heritable and polygenic, influenced by environmental factors and often comorbid. Large-scale genome-wide association studies (GWASs) through consortium efforts have identified genetic risk loci and revealed the underlying biology of psychiatric disorders and traits. However, over 85% of psychiatric GWAS participants are of European ancestry, limiting the applicability of these findings to non-European populations. Latin America and the Caribbean, regions marked by diverse genetic admixture, distinct environments and healthcare disparities, remain critically understudied in psychiatric genomics. This threatens access to precision psychiatry, where diversity is crucial for innovation and equity. This Review evaluates the current state and advancements in psychiatric genomics within Latin America and the Caribbean, discusses the prevalence and burden of psychiatric disorders, explores contributions to psychiatric GWASs from these regions and highlights methods that account for genetic diversity. We also identify existing gaps and challenges and propose recommendations to promote equity in psychiatric genomics.",Neurogenomics,psychiatric disorders highly heritable polygenic influenced environmental factors often comorbid largescale genomewide association studies gwass consortium efforts identified genetic risk loci revealed underlying biology psychiatric disorders traits however psychiatric gwas participants european ancestry limiting applicability findings noneuropean populations latin america caribbean regions marked diverse genetic admixture distinct environments healthcare disparities remain critically understudied psychiatric genomics threatens access precision psychiatry diversity crucial innovation equity review evaluates current state advancements psychiatric genomics within latin america caribbean discusses prevalence burden psychiatric disorders explores contributions psychiatric gwass regions highlights methods account genetic diversity also identify existing gaps challenges propose recommendations promote equity psychiatric genomics,Neurogenomics
"Infectious mononucleosis (IM), predominantly caused by primary Epstein-Barr virus (EBV) infection, is a common disease in adolescents and young adults. EBV infection is nearly ubiquitous globally. Although primary EBV infection is asymptomatic in most individuals, IM manifests in a subset infected during adolescence or young adulthood. IM occurrence is linked to sibship structure, and is associated with increased risk of multiple sclerosis, other autoimmune diseases, and cancer later in life. We analyzed 47 biomarkers in 5,526 Danish individuals aged 18-60 years, of whom 604 had a history of IM, examining their associations with IM history up to 48 years after IM diagnosis. No significant long-term associations were observed after adjusting for multiple comparisons. When restricting the analysis to individuals measured within 10 years post-IM diagnosis, a statistically significant increase in CRP levels was observed in females. This association was not driven by oral contraceptive use. No significant associations between sibship structure and biomarker levels were detected. In conclusion, our study shows that while IM may lead to a transient increase in CRP levels in females, it does not result in long-term alterations in plasma biomarkers related to immune function, suggesting other mechanisms may be responsible for the long-term health impacts associated with IM.",Neurogenomics,infectious mononucleosis im predominantly caused primary epsteinbarr virus ebv infection common disease adolescents young adults ebv infection nearly ubiquitous globally although primary ebv infection asymptomatic individuals im manifests subset infected adolescence young adulthood im occurrence linked sibship structure associated increased risk multiple sclerosis autoimmune diseases cancer later life analyzed biomarkers danish individuals aged years history im examining associations im history years im diagnosis significant longterm associations observed adjusting multiple comparisons restricting analysis individuals measured within years postim diagnosis statistically significant increase crp levels observed females association driven oral contraceptive use significant associations sibship structure biomarker levels detected conclusion study shows im may lead transient increase crp levels females result longterm alterations plasma biomarkers related immune function suggesting mechanisms may responsible longterm health impacts associated im,Neurogenomics
"GWAS of Alzheimer's disease have been predominantly based on European ancestry cohorts with clinically diagnosed patients. Increasing the ancestral diversity of GWAS and focusing on imaging brain biomarkers for Alzheimer's disease may lead to the identification of new genetic loci. Here, we perform a GWAS on cerebral β-amyloid deposition measured by PET imaging in 3,885 East Asians and a cross-ancestry GWAS meta-analysis with data from 11,816 European participants. Our GWAS analysis replicates known loci (APOE4, CR1, and FERMT2) and identifies a novel locus near SORL1 that is significantly associated with β-amyloid deposition. Single-nucleus expression analysis shows that SORL1 is differentially expressed according to β-amyloid positivity in microglia. Our joint association analysis using the SORL1 lead variant (rs76490923) and the APOE4 allele demonstrates that the risk of β-amyloid deposition is reduced by up to 43.5% in APOE4 non-carriers and up to 55.6% in APOE4 carriers, according to the allelic dosage of the rs76490923 T allele. Our findings suggest that SORL1 may play an important role in the pathogenesis of Alzheimer's disease, particularly in relation to β-amyloid deposition.",Neurogenomics,gwas alzheimers disease predominantly based european ancestry cohorts clinically diagnosed patients increasing ancestral diversity gwas focusing imaging brain biomarkers alzheimers disease may lead identification new genetic loci perform gwas cerebral amyloid deposition measured pet imaging east asians crossancestry gwas metaanalysis data european participants gwas analysis replicates known loci apoe cr fermt identifies novel locus near sorl significantly associated amyloid deposition singlenucleus expression analysis shows sorl differentially expressed according amyloid positivity microglia joint association analysis using sorl lead variant rs apoe allele demonstrates risk amyloid deposition reduced apoe noncarriers apoe carriers according allelic dosage rs allele findings suggest sorl may play important role pathogenesis alzheimers disease particularly relation amyloid deposition,Neurogenomics
"Dense core vesicles (DCVs) transport and release various neuropeptides and neurotrophins that control diverse brain functions, but the DCV secretory pathway remains poorly understood. Here, we tested a prediction emerging from invertebrate studies about the crucial role of the intracellular trafficking GTPase Rab10, by assessing DCV exocytosis at single-cell resolution upon acute Rab10 depletion in mature mouse hippocampal neurons, to circumvent potential confounding effects of Rab10's established role in neurite outgrowth. We observed a significant inhibition of DCV exocytosis in Rab10-depleted neurons, whereas synaptic vesicle exocytosis was unaffected. However, rather than a direct involvement in DCV trafficking, this effect was attributed to two ER-dependent processes, ER-regulated intracellular Ca<sup>2+</sup> dynamics, and protein synthesis. Gene Ontology analysis of differentially expressed proteins upon Rab10 depletion identified substantial alterations in synaptic and ER/ribosomal proteins, including the Ca<sup>2+</sup> pump SERCA2. In addition, ER morphology and dynamics were altered, ER Ca<sup>2+</sup> levels were depleted, and Ca<sup>2+</sup> homeostasis was impaired in Rab10-depleted neurons. However, Ca<sup>2+</sup> entry using a Ca<sup>2+</sup> ionophore still triggered less DCV exocytosis. Instead, leucine supplementation, which enhances protein synthesis, largely rescued DCV exocytosis deficiency. We conclude that Rab10 is required for neuropeptide release by maintaining Ca<sup>2+</sup> dynamics and regulating protein synthesis. Furthermore, DCV exocytosis appeared more dependent on (acute) protein synthesis than synaptic vesicle exocytosis.",Neurogenomics,dense core vesicles dcvs transport release various neuropeptides neurotrophins control diverse brain functions dcv secretory pathway remains poorly understood tested prediction emerging invertebrate studies crucial role intracellular trafficking gtpase rab assessing dcv exocytosis singlecell resolution upon acute rab depletion mature mouse hippocampal neurons circumvent potential confounding effects rabs established role neurite outgrowth observed significant inhibition dcv exocytosis rabdepleted neurons whereas synaptic vesicle exocytosis unaffected however rather direct involvement dcv trafficking effect attributed two erdependent processes erregulated intracellular casupsup dynamics protein synthesis gene ontology analysis differentially expressed proteins upon rab depletion identified substantial alterations synaptic erribosomal proteins including casupsup pump serca addition er morphology dynamics altered er casupsup levels depleted casupsup homeostasis impaired rabdepleted neurons however casupsup entry using casupsup ionophore still triggered less dcv exocytosis instead leucine supplementation enhances protein synthesis largely rescued dcv exocytosis deficiency conclude rab required neuropeptide release maintaining casupsup dynamics regulating protein synthesis furthermore dcv exocytosis appeared dependent acute protein synthesis synaptic vesicle exocytosis,Neurogenomics
"Genetic influences account for a substantial proportion of individual differences in alcohol use behaviors (AUBs). However, multiple distinct sets of genes are linked to different AUBs via uncertain causal links. Here, we explore whether intermediate neurobiological traits mediate the relationship between polygenic scores (PGSs) and multiple AUBs, with the aim to better understand processes captured by different genetic profiles. We derived four alcohol-related PGSs in participants from Spit for Science, a longitudinal study of college students in the United States (n = 4549). Using linear regression, we tested the relationship between PGSs and 22 potential mediators, including personality, alcohol expectancies, drinking motives, and alcohol sensitivity. Nominally significant effects were carried forward to a multiple mediation model to estimate direct and indirect effects on four measured AUBs (frequency, quantity, alcohol use disorder symptoms [AUDsx], and maximum drinks in 24 h). In univariable regression, PGSs indexing genetic effects on drinks per week (DPW) and problematic alcohol use (PAU) predicted higher levels of impulsivity and drinking motives as well as lower alcohol sensitivity. BeerPref PGSs (indexing a variable pattern of alcohol problems and preference for beer) predicted higher negative urgency and lower alcohol sensitivity. Mediational models indicated direct and indirect effects of DPW PGSs on multiple AUBs via social/enhancement drinking motives and alcohol sensitivity, indirect effects of PAU PGSs on AUDsx, and indirect effects of BeerPref PGS on drinking frequency and AUDsx via the joint effect of mediators including alcohol sensitivity. These findings provide evidence that the genetic influences on AUBs are associated with and partially mediated by intermediate neurobiological and cognitive factors, which may be more amenable to intervention. Greater focus on drinking motives and alcohol sensitivity is warranted in genetic research, as well as attention to the heterogeneous pathways linking genes to alcohol use outcomes.",Neurogenomics,genetic influences account substantial proportion individual differences alcohol use behaviors aubs however multiple distinct sets genes linked different aubs via uncertain causal links explore whether intermediate neurobiological traits mediate relationship polygenic scores pgss multiple aubs aim better understand processes captured different genetic profiles derived four alcoholrelated pgss participants spit science longitudinal study college students united states n using linear regression tested relationship pgss potential mediators including personality alcohol expectancies drinking motives alcohol sensitivity nominally significant effects carried forward multiple mediation model estimate direct indirect effects four measured aubs frequency quantity alcohol use disorder symptoms audsx maximum drinks h univariable regression pgss indexing genetic effects drinks per week dpw problematic alcohol use pau predicted higher levels impulsivity drinking motives well lower alcohol sensitivity beerpref pgss indexing variable pattern alcohol problems preference beer predicted higher negative urgency lower alcohol sensitivity mediational models indicated direct indirect effects dpw pgss multiple aubs via socialenhancement drinking motives alcohol sensitivity indirect effects pau pgss audsx indirect effects beerpref pgs drinking frequency audsx via joint effect mediators including alcohol sensitivity findings provide evidence genetic influences aubs associated partially mediated intermediate neurobiological cognitive factors may amenable intervention greater focus drinking motives alcohol sensitivity warranted genetic research well attention heterogeneous pathways linking genes alcohol use outcomes,Neurogenomics
"Rates of cognitive decline in Alzheimer's disease (AD) are extremely heterogeneous. Although biomarkers for amyloid-beta (Aβ) and tau proteins, the hallmark AD pathologies, have improved pathology-based diagnosis, they explain only 20-40% of the variance in AD-related cognitive impairment (CI). To discover novel biomarkers of CI in AD, we performed cerebrospinal fluid (CSF) proteomics on 3,397 individuals from six major prospective AD case-control cohorts. Synapse proteins emerged as the strongest correlates of CI, independent of Aβ and tau. Using machine learning, we derived the CSF YWHAG:NPTX2 synapse protein ratio, which explained 27% of the variance in CI beyond CSF pTau<sub>181</sub>:Aβ<sub>42</sub>, 11% beyond tau positron emission tomography, and 28% beyond CSF neurofilament, growth-associated protein 43 and neurogranin in Aβ<sup>+</sup> and phosphorylated tau<sup>+</sup> (A+T<sub>1</sub>+) individuals. CSF YWHAG:NPTX2 also increased with normal aging and 20 years before estimated symptom onset in carriers of autosomal dominant AD mutations. Regarding cognitive prognosis, CSF YWHAG:NPTX2 predicted conversion from A+T<sub>1</sub>+ cognitively normal to mild cognitive impairment (standard deviation increase hazard ratio = 3.0, P = 7.0 × 10<sup>-4</sup>) and A+T<sub>1</sub>+ mild cognitive impairment to dementia (standard deviation increase hazard ratio = 2.2, P = 8.2 × 10<sup>-16</sup>) over a 15-year follow-up, adjusting for CSF pTau<sub>181</sub>:Aβ<sub>42</sub>, CSF neurofilament, CSF neurogranin, CSF growth-associated protein 43, age, APOE4 and sex. We also developed a plasma proteomic signature of CI, which we evaluated in 13,401 samples, which partly recapitulated CSF YWHAG:NPTX2. Overall, our findings underscore CSF YWHAG:NPTX2 as a robust prognostic biomarker for cognitive resilience versus AD onset and progression, highlight the potential of plasma proteomics in replacing CSF measurement and further implicate synapse dysfunction as a core driver of AD dementia.",Neurogenomics,rates cognitive decline alzheimers disease ad extremely heterogeneous although biomarkers amyloidbeta tau proteins hallmark ad pathologies improved pathologybased diagnosis explain variance adrelated cognitive impairment ci discover novel biomarkers ci ad performed cerebrospinal fluid csf proteomics individuals six major prospective ad casecontrol cohorts synapse proteins emerged strongest correlates ci independent tau using machine learning derived csf ywhagnptx synapse protein ratio explained variance ci beyond csf ptausubsubasubsub beyond tau positron emission tomography beyond csf neurofilament growthassociated protein neurogranin asupsup phosphorylated tausupsup atsubsub individuals csf ywhagnptx also increased normal aging years estimated symptom onset carriers autosomal dominant ad mutations regarding cognitive prognosis csf ywhagnptx predicted conversion atsubsub cognitively normal mild cognitive impairment standard deviation increase hazard ratio p supsup atsubsub mild cognitive impairment dementia standard deviation increase hazard ratio p supsup year followup adjusting csf ptausubsubasubsub csf neurofilament csf neurogranin csf growthassociated protein age apoe sex also developed plasma proteomic signature ci evaluated samples partly recapitulated csf ywhagnptx overall findings underscore csf ywhagnptx robust prognostic biomarker cognitive resilience versus ad onset progression highlight potential plasma proteomics replacing csf measurement implicate synapse dysfunction core driver ad dementia,Neurogenomics
"To identify the genetic cause in a previously unsolved pedigree, with mother and two daughters suffering of dilated cardiomyopathy with prevailing arrhythmic burden associated with diabetes mellitus and sensorineural hearing loss, without clear evidence of progressive external ophthalmoplegia. Several genetic tests were performed over the years including single-gene sequencing, mitochondrial DNA (mtDNA) sequencing, NGS panel for mitochondrial diseases and cardiomyopathies, clinical exome sequencing and whole exome sequencing. Specific amplifications and long-read NGS were used to evaluate mtDNA structural alterations. By means of whole exome sequencing we found a novel heteroplasmic 12 kb-long single deletion in the mtDNA in all affected family members, confirmed by long-range PCR. However, a deeper investigation by long-read NGS revealed indeed the presence of rearranged mtDNA species, formed by a wild-type plus a deleted molecule. This mtDNA duplication turned out to be inherited in our pedigree and present in all tested specimens. While mtDNA single large-scale deletions are generally considered sporadic, few old reports described maternally inherited mtDNA duplication We suggest that mtDNA large rearrangements should be considered as possible disease causes in familial cases with unusual mitochondrial phenotypes. Long-read sequencing is useful for the detection of these variants, particularly mtDNA duplications.",Neurogenomics,identify genetic cause previously unsolved pedigree mother two daughters suffering dilated cardiomyopathy prevailing arrhythmic burden associated diabetes mellitus sensorineural hearing loss without clear evidence progressive external ophthalmoplegia several genetic tests performed years including singlegene sequencing mitochondrial dna mtdna sequencing ngs panel mitochondrial diseases cardiomyopathies clinical exome sequencing whole exome sequencing specific amplifications longread ngs used evaluate mtdna structural alterations means whole exome sequencing found novel heteroplasmic kblong single deletion mtdna affected family members confirmed longrange pcr however deeper investigation longread ngs revealed indeed presence rearranged mtdna species formed wildtype plus deleted molecule mtdna duplication turned inherited pedigree present tested specimens mtdna single largescale deletions generally considered sporadic old reports described maternally inherited mtdna duplication suggest mtdna large rearrangements considered possible disease causes familial cases unusual mitochondrial phenotypes longread sequencing useful detection variants particularly mtdna duplications,Neurogenomics
"The <i>Apolipoprotein E (APOE)</i> e4 and e2 alleles are respectively the most risk increasing and risk decreasing, common genetic risk factors for Alzheimer's disease (AD)<sup>1,2</sup>. They strongly affect Aβ burden in the brain parenchyma<sup>1</sup>, a core hallmark of AD, but also at the level of the brain vasculature, i.e. cerebral amyloid angiopathy (CAA)<sup>1,3</sup>, which in turn relates to increased risk for amyloid-related imaging abnormalities (ARIA) in <i>APOE</i>*4 carriers when receiving anti-Aβ antibody treatments<sup>4</sup>. This makes <i>APOE</i> a highly pursued AD drug target. A crucial question in the field is whether it would be beneficial to either increase or decrease <i>APOE</i> (particularly <i>APOE</i>*4) levels<sup>5</sup>. The answer from rodent work appears to converge on ""decreasing <i>APOE</i> levels""<sup>5-7</sup>, with initial human studies supporting this<sup>5,8,9</sup>. Human genetic evidence however remains scarce and new insights are crucially needed to support clinical translation. Shade et al. 2024 conducted the largest to date genome-wide association study (GWAS) of various neuropathological traits, identifying a variant protective of CAA in the <i>APOE</i> locus independent of <i>APOE</i>*4 and <i>APOE</i>*2 genotypes<sup>10</sup>. Downstream analyses suggested this signal links to the nearby <i>APOC2</i> gene through local effects on methylation. We applaud the authors on their timely, relevant, and well-conducted study. Here, we extend on these findings, highlighting there is compelling evidence that their genetic signal for reduced CAA relates to an effect on reduced microglial <i>APOE</i> expression, which would importantly support the evidence in favor of ""decreasing <i>APOE</i> levels"" and further herald this promising therapeutic avenue, not just for AD, but also for CAA. We additionally provide complimentary results regarding this locus' association with CAA and AD risk from analyses that we conducted parallel to Shade et al. 2024.",Neurogenomics,iapolipoprotein e apoei e e alleles respectively risk increasing risk decreasing common genetic risk factors alzheimers disease adsupsup strongly affect burden brain parenchymasupsup core hallmark ad also level brain vasculature ie cerebral amyloid angiopathy caasupsup turn relates increased risk amyloidrelated imaging abnormalities aria iapoei carriers receiving antia antibody treatmentssupsup makes iapoei highly pursued ad drug target crucial question field whether would beneficial either increase decrease iapoei particularly iapoei levelssupsup answer rodent work appears converge decreasing iapoei levelssupsup initial human studies supporting thissupsup human genetic evidence however remains scarce new insights crucially needed support clinical translation shade et al conducted largest date genomewide association study gwas various neuropathological traits identifying variant protective caa iapoei locus independent iapoei iapoei genotypessupsup downstream analyses suggested signal links nearby iapoci gene local effects methylation applaud authors timely relevant wellconducted study extend findings highlighting compelling evidence genetic signal reduced caa relates effect reduced microglial iapoei expression would importantly support evidence favor decreasing iapoei levels herald promising therapeutic avenue ad also caa additionally provide complimentary results regarding locus association caa ad risk analyses conducted parallel shade et al,Neurogenomics
